"1"	"Rbm39"	"Stem"	"Stem"	3.92064085873247
"2"	"Erdr1"	"Stem"	"Stem"	3.7694674013408
"3"	"Gstm1"	"Stem"	"Stem"	3.67721927024937
"4"	"Macf1"	"Stem"	"Stem"	3.66925016338209
"5"	"Vil1"	"Stem"	"Stem"	3.6684327821131
"6"	"Sec31a"	"Stem"	"Stem"	3.6125786537857
"7"	"Mmgt1"	"Fibroblast"	"Smooth.Muscle"	2.63256639247018
"8"	"Zkscan5"	"Fibroblast"	"Smooth.Muscle"	2.22124920174276
"9"	"9630028H03Rik"	"Fibroblast"	"Smooth.Muscle"	2.19861064390083
"10"	"Hspe1"	"Fibroblast"	"Smooth.Muscle"	2.14779791353151
"11"	"2900005J15Rik"	"Fibroblast"	"Smooth.Muscle"	2.09305999599258
"12"	"Slc44a5"	"Fibroblast"	"Smooth.Muscle"	2.02581925519943
"13"	"C1galt1c1"	"Fibroblast"	"Smooth.Muscle"	2.00676242345732
"14"	"Aldh18a1"	"Fibroblast"	"Smooth.Muscle"	1.99594290743218
"15"	"Fchsd1"	"Fibroblast"	"Smooth.Muscle"	1.94107610336317
"16"	"Zfp777"	"Fibroblast"	"Smooth.Muscle"	1.94107610336317
"17"	"Lpar6"	"Fibroblast"	"Smooth.Muscle"	1.91758758071108
"18"	"Tmod3"	"Fibroblast"	"Smooth.Muscle"	1.84685973600964
"19"	"Senp1"	"Fibroblast"	"Smooth.Muscle"	1.81655141922059
"20"	"Cox10"	"Fibroblast"	"Smooth.Muscle"	1.81142058662857
"21"	"Pdia3"	"Fibroblast"	"Smooth.Muscle"	1.76624082979074
"22"	"Chmp4c"	"Fibroblast"	"Smooth.Muscle"	1.70029349893009
"23"	"Pfkfb4"	"Fibroblast"	"Smooth.Muscle"	1.67501235547826
"24"	"Pet100"	"Fibroblast"	"Smooth.Muscle"	1.66922601695934
"25"	"Fmo4"	"Fibroblast"	"Smooth.Muscle"	1.66844252274165
"26"	"Comt"	"Fibroblast"	"Smooth.Muscle"	1.66347919063116
"27"	"Mcc"	"Fibroblast"	"Smooth.Muscle"	1.66347919063116
"28"	"Ssh1"	"Fibroblast"	"Smooth.Muscle"	1.66347919063116
"29"	"Wsb1"	"Fibroblast"	"Smooth.Muscle"	1.66347919063116
"30"	"Pdgfa"	"Fibroblast"	"Smooth.Muscle"	1.66042654795374
"31"	"Akr1b3"	"Fibroblast"	"Smooth.Muscle"	1.62171558586889
